student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,grade
S1501,21,Female,3.3,1.4,1.0,False,96.8,6.2,Good,0,Bachelor,Poor,5,False,74.9,CB
S1502,21,Female,0.3,3.2,2.2,False,88.4,7.1,Poor,3,Primary School,Average,4,True,34.0,FF
S1503,24,Female,2.6,1.4,2.1,True,84.4,7.1,Fair,0,High School,Average,7,False,63.0,CC
S1504,23,Female,5.4,3.1,3.1,False,79.0,4.2,Fair,1,Bachelor,Good,4,False,77.9,CB
S1505,17,Female,3.5,0.9,0.4,False,78.7,6.3,Fair,3,Primary School,Average,5,True,72.9,CB
S1506,24,Female,2.0,3.5,2.6,False,76.5,4.8,Good,6,Master,Good,5,False,53.2,DC
S1507,19,Female,2.7,1.0,2.4,False,79.6,7.6,Fair,1,Primary School,Poor,1,False,57.3,DC
S1508,24,Male,4.8,3.2,1.6,False,92.6,7.4,Fair,4,Bachelor,Poor,1,True,76.6,CB
S1509,18,Female,4.3,3.3,2.2,False,82.8,5.4,Poor,6,High School,Average,3,False,64.6,CC
S1510,17,Male,3.1,1.7,2.9,True,71.5,5.6,Good,0,Bachelor,Average,3,True,51.1,DC
S1511,18,Non-binary,2.9,3.2,2.8,False,100.0,5.9,Fair,5,High School,Average,2,False,63.0,CC
S1512,23,Female,2.9,2.8,0.5,False,88.2,3.8,Good,5,Primary School,Poor,2,True,61.6,CC
S1513,22,Male,2.1,1.9,2.7,True,70.9,6.9,Good,3,High School,Good,6,False,62.5,CC
S1514,18,Female,5.9,1.3,1.7,False,80.6,6.2,Fair,5,High School,Good,1,True,87.1,BA
S1515,19,Female,3.0,0.1,1.9,False,86.1,7.7,Good,6,High School,Poor,6,True,82.5,BB
S1516,24,Male,5.3,2.9,1.9,False,100.0,5.2,Good,3,Bachelor,Poor,5,True,80.9,BB
S1517,22,Female,5.8,0.6,1.6,False,73.9,5.8,Fair,6,Bachelor,Good,6,False,100.0,AA
S1518,24,Female,5.0,2.6,3.1,False,94.8,4.7,Poor,0,Bachelor,Good,5,False,79.6,CB
S1519,18,Male,2.9,2.2,1.7,True,99.0,5.3,Good,2,Bachelor,Average,7,False,71.2,CB
S1520,24,Female,4.1,3.3,0.6,True,78.7,5.1,Good,2,Bachelor,Good,1,False,62.7,CC
S1521,23,Male,3.5,2.1,1.4,False,82.2,7.7,Fair,1,High School,Good,3,False,64.2,CC
S1522,22,Female,2.1,2.1,2.0,False,74.6,5.7,Fair,0,High School,Good,6,True,44.1,DD
S1523,23,Non-binary,4.0,3.4,3.2,False,83.0,6.6,Good,5,High School,Average,1,False,61.7,CC
S1524,18,Female,1.7,2.9,2.5,False,84.6,6.0,Good,0,Bachelor,Average,7,True,39.9,FF
S1525,23,Male,5.3,2.9,0.9,False,91.6,5.0,Good,4,High School,Poor,4,False,84.1,BB
S1526,19,Female,2.8,3.1,4.5,False,95.9,6.3,Fair,2,Primary School,Good,3,False,40.7,DD
S1527,18,Female,3.8,0.7,2.1,False,77.5,7.2,Good,5,Bachelor,Good,10,False,81.8,BB
S1528,18,Male,3.9,3.4,3.2,False,65.3,5.1,Fair,6,High School,Average,9,True,77.0,CB
S1529,18,Female,3.1,3.2,1.6,False,84.8,7.5,Fair,6,Master,Good,1,False,65.7,CC
S1530,17,Male,4.4,1.3,2.4,False,87.9,5.5,Good,2,Master,Good,8,True,80.9,BB
S1531,24,Female,2.8,2.2,2.7,False,87.5,5.9,Good,0,Primary School,Good,1,True,47.4,DD
S1532,17,Male,4.8,2.5,3.1,True,81.7,7.1,Fair,5,High School,Good,5,True,83.0,BB
S1533,17,Male,1.5,2.3,3.0,False,86.2,5.7,Fair,1,High School,Good,10,False,54.2,DC
S1534,19,Male,3.7,2.9,2.8,False,100.0,6.5,Good,6,Bachelor,Average,8,False,82.5,BB
S1535,22,Female,6.4,4.2,1.5,True,88.8,6.1,Fair,0,High School,Good,6,False,85.0,BA
S1536,24,Male,2.0,3.8,1.2,False,81.3,6.7,Good,1,Bachelor,Good,7,True,40.4,DD
S1537,23,Female,2.5,0.9,2.2,True,80.0,3.6,Good,5,Bachelor,Average,8,False,58.9,DC
S1538,21,Male,4.3,3.2,2.8,False,83.3,4.3,Poor,2,High School,Poor,6,False,67.5,CC
S1539,18,Male,3.8,4.1,1.6,False,100.0,7.2,Good,4,Primary School,Good,6,True,81.0,BB
S1540,23,Female,4.0,3.0,3.0,False,83.2,7.7,Good,3,Bachelor,Average,6,True,74.7,CB
S1541,18,Female,4.2,3.8,3.4,True,84.8,5.4,Good,2,High School,Good,5,False,67.4,CC
S1542,19,Male,4.5,4.9,0.8,False,80.2,6.2,Good,1,Bachelor,Poor,8,False,72.2,CB
S1543,18,Female,5.2,3.7,0.9,False,96.0,6.9,Good,0,High School,Poor,2,False,77.1,CB
S1544,17,Female,4.1,2.8,1.6,False,100.0,7.3,Poor,6,Bachelor,Average,7,False,87.9,BA
S1545,24,Female,3.1,3.8,2.1,False,89.5,4.1,Fair,5,Master,Average,4,True,54.1,DC
S1546,21,Male,4.5,2.7,1.2,True,85.8,5.4,Good,2,Master,Good,1,True,62.9,CC
S1547,20,Male,6.3,2.5,3.3,False,85.4,6.1,Fair,6,High School,Good,5,False,95.6,AA
S1548,18,Female,3.3,2.1,2.3,False,61.2,7.3,Poor,6,High School,Poor,3,False,67.1,CC
S1549,23,Male,2.0,4.4,1.8,False,92.5,9.5,Good,4,Bachelor,Average,4,False,51.5,DC
S1550,17,Female,5.2,1.5,0.2,True,86.3,6.2,Good,5,High School,Average,7,False,97.9,AA
S1551,20,Female,3.3,4.3,0.4,True,89.3,4.8,Poor,1,High School,Average,5,False,67.0,CC
S1552,21,Female,0.2,3.1,2.1,True,77.9,7.0,Good,5,Master,Good,4,True,31.5,FF
S1553,20,Female,4.8,0.8,0.0,False,81.2,8.1,Good,5,High School,Average,1,False,88.0,BA
S1554,17,Non-binary,2.7,2.9,2.9,False,80.9,6.6,Fair,0,Primary School,Poor,6,False,53.4,DC
S1555,24,Male,3.4,0.0,1.6,False,95.2,5.4,Good,3,Primary School,Average,10,True,83.4,BB
S1556,24,Female,4.0,3.3,5.4,False,81.2,7.6,Fair,6,Bachelor,Poor,6,False,79.0,CB
S1557,22,Male,3.8,3.6,4.3,False,100.0,7.3,Poor,1,Bachelor,Poor,7,True,69.9,CC
S1558,24,Male,4.6,1.8,1.6,False,89.3,5.3,Fair,0,High School,Average,1,True,60.1,CC
S1559,22,Female,2.8,2.6,1.7,False,72.2,7.0,Fair,6,High School,Good,4,False,70.3,CB
S1560,20,Female,4.3,4.8,2.9,True,83.7,7.7,Fair,3,High School,Good,9,False,79.8,CB
S1561,19,Non-binary,3.1,1.9,3.7,False,78.5,7.9,Good,0,Bachelor,Good,10,True,66.6,CC
S1562,23,Female,4.6,1.2,0.0,False,63.1,6.4,Good,3,Primary School,Average,6,False,91.7,AA
S1563,23,Male,4.4,4.3,0.0,True,100.0,6.1,Fair,3,Master,Average,2,False,70.1,CB
S1564,20,Male,2.1,4.9,1.1,False,92.0,8.0,Good,3,High School,Average,4,False,61.5,CC
S1565,18,Female,5.1,2.5,2.4,False,90.3,5.0,Poor,0,Master,Good,6,False,79.3,CB
S1566,18,Male,2.7,3.7,2.3,False,86.7,7.0,Poor,5,High School,Good,4,True,63.9,CC
S1567,24,Male,4.7,4.1,3.0,False,71.2,4.9,Good,3,Bachelor,Poor,10,True,93.1,AA
S1568,23,Male,4.1,1.6,0.5,False,80.2,7.8,Poor,5,High School,Poor,7,True,89.8,BA
S1569,23,Male,6.3,1.9,0.0,False,93.4,6.2,Fair,6,Primary School,Good,3,True,100.0,AA
S1570,22,Male,3.2,4.0,2.7,False,74.5,8.0,Good,6,Master,Good,6,True,61.8,CC
S1571,19,Male,3.0,4.5,0.9,False,59.7,7.1,Fair,1,Master,Good,4,True,51.5,DC
S1572,17,Male,3.5,3.2,0.0,False,82.7,5.0,Good,4,High School,Good,3,False,60.4,CC
S1573,18,Male,3.0,1.4,2.0,False,83.6,8.2,Fair,5,Bachelor,Good,3,False,67.2,CC
S1574,23,Non-binary,4.7,4.9,2.7,False,86.4,8.4,Poor,6,Bachelor,Average,2,False,89.6,BA
S1575,22,Male,1.1,1.9,1.7,False,92.3,7.6,Fair,4,Master,Good,3,True,48.3,DD
S1576,21,Male,1.9,2.1,1.3,False,91.4,5.6,Fair,3,High School,Good,10,False,61.7,CC
S1577,22,Female,1.9,2.9,1.6,True,87.6,6.1,Fair,4,Bachelor,Good,1,True,44.4,DD
S1578,18,Male,4.9,4.4,1.4,True,97.0,6.7,Fair,4,High School,Average,3,False,77.2,CB
S1579,18,Female,6.1,3.5,0.3,True,69.8,5.7,Good,3,High School,Average,9,True,100.0,AA
S1580,22,Female,3.3,3.0,1.0,False,90.0,8.5,Good,5,Master,Average,4,False,73.0,CB
S1581,17,Male,3.2,3.1,2.4,False,91.3,6.7,Fair,3,High School,Average,3,False,68.5,CC
S1582,20,Male,3.6,2.6,2.2,False,72.6,3.3,Fair,1,High School,Good,8,False,61.0,CC
S1583,18,Female,5.2,3.2,2.0,False,70.0,6.9,Fair,2,Bachelor,Poor,1,True,70.5,CB
S1584,22,Female,2.1,0.0,0.7,False,77.5,6.1,Good,0,Bachelor,Average,5,False,52.5,DC
S1585,23,Male,3.9,2.1,1.6,False,78.4,6.4,Good,3,High School,Good,1,False,62.8,CC
S1586,22,Female,5.0,2.8,0.0,True,92.5,6.1,Fair,3,High School,Poor,7,True,83.5,BB
S1587,19,Male,4.3,1.1,2.0,False,78.9,7.5,Good,4,Master,Average,5,False,71.4,CB
S1588,20,Non-binary,3.8,3.0,3.4,False,76.4,7.8,Fair,1,High School,Average,2,False,61.5,CC
S1589,21,Male,5.0,2.3,0.2,False,78.9,6.8,Poor,6,Bachelor,Good,1,False,75.4,CB
S1590,17,Female,0.0,4.6,1.2,False,96.2,6.1,Poor,6,Bachelor,Average,7,False,42.0,DD
S1591,24,Female,4.5,4.4,2.2,False,85.1,6.5,Fair,4,High School,Good,1,False,64.0,CC
S1592,21,Female,2.5,1.9,3.2,True,83.2,6.5,Fair,5,Master,Average,3,False,60.1,CC
S1593,20,Female,0.8,2.3,1.3,True,83.9,5.5,Poor,3,Bachelor,Good,6,False,34.7,FF
S1594,20,Male,4.3,2.4,1.0,True,97.9,7.2,Good,3,High School,Average,6,False,88.0,BA
S1595,20,Male,5.6,2.0,0.0,False,77.5,7.1,Fair,4,Bachelor,Average,7,False,100.0,AA
S1596,21,Male,3.3,2.7,1.9,False,98.2,8.3,Fair,3,Bachelor,Poor,1,False,66.1,CC
S1597,23,Male,4.9,1.6,4.0,False,87.1,8.0,Fair,5,Bachelor,Poor,7,False,95.5,AA
S1598,20,Female,5.9,1.1,2.1,True,83.4,5.7,Poor,2,Master,Average,2,True,86.4,BA
S1599,22,Male,5.5,3.2,1.8,False,100.0,7.5,Fair,0,High School,Poor,6,False,77.3,CB
S1600,21,Male,6.0,3.3,2.2,False,74.4,5.4,Fair,0,High School,Average,8,True,90.2,AA
S1601,24,Non-binary,4.6,1.5,1.8,False,81.5,7.3,Fair,0,High School,Good,5,True,80.2,BB
S1602,20,Female,3.6,3.6,0.9,False,72.7,5.9,Poor,2,Primary School,Average,10,True,72.9,CB
S1603,22,Female,1.1,1.7,2.7,False,94.5,5.3,Fair,3,Primary School,Average,3,False,35.8,FF
S1604,23,Non-binary,3.1,2.8,2.0,False,100.0,6.8,Poor,4,Master,Good,8,True,72.8,CB
S1605,19,Male,2.2,3.5,1.8,False,100.0,3.3,Good,6,Bachelor,Good,8,False,67.6,CC
S1606,23,Male,6.8,2.5,0.7,False,97.2,4.4,Good,1,Bachelor,Poor,4,False,93.1,AA
S1607,24,Female,3.2,3.0,3.2,False,83.0,6.3,Poor,3,Bachelor,Average,8,True,57.5,DC
S1608,20,Female,3.7,1.9,2.5,False,81.3,6.6,Fair,2,Bachelor,Good,5,True,61.1,CC
S1609,24,Male,4.3,2.3,1.2,False,68.3,6.1,Poor,5,High School,Poor,5,False,77.4,CB
S1610,21,Female,3.6,2.3,2.9,False,100.0,4.6,Fair,2,Master,Good,3,False,69.6,CC
S1611,18,Male,6.0,1.6,1.3,False,89.7,5.5,Fair,6,High School,Poor,7,False,100.0,AA
S1612,20,Male,2.6,2.3,0.9,False,80.1,7.0,Fair,0,Master,Good,9,False,69.3,CC
S1613,18,Female,3.8,0.6,1.0,False,98.3,7.2,Fair,3,Bachelor,Average,9,False,85.7,BA
S1614,22,Female,2.4,1.9,0.0,False,75.3,6.5,Good,6,High School,Good,1,False,53.9,DC
S1615,19,Female,1.5,2.2,2.3,False,89.1,7.9,Fair,0,Bachelor,Average,1,False,43.7,DD
S1616,17,Male,2.6,2.2,0.0,False,83.3,7.0,Fair,1,Bachelor,Good,10,False,79.3,CB
S1617,24,Female,3.4,2.2,0.4,False,91.4,5.6,Fair,5,High School,Poor,5,False,71.3,CB
S1618,23,Male,2.9,2.4,0.0,False,84.4,6.2,Good,0,Bachelor,Average,1,True,61.4,CC
S1619,19,Male,2.5,3.1,1.7,False,70.5,4.8,Good,1,High School,Good,4,False,45.1,DD
S1620,20,Female,1.4,3.5,1.6,False,85.8,6.4,Fair,2,Primary School,Average,1,False,39.8,FF
S1621,18,Female,3.4,1.7,1.4,False,95.5,7.8,Good,0,Master,Good,2,False,70.7,CB
S1622,23,Female,1.2,1.1,0.7,False,84.7,7.3,Fair,0,Bachelor,Average,2,True,35.6,FF
S1623,18,Female,4.6,1.2,0.5,False,92.8,8.2,Good,4,Master,Good,4,False,93.0,AA
S1624,21,Female,3.6,1.9,2.3,False,74.5,6.1,Good,5,Bachelor,Average,8,True,83.2,BB
S1625,18,Female,1.3,2.1,1.2,False,84.7,8.1,Poor,5,High School,Good,2,True,46.6,DD
S1626,21,Male,3.0,1.6,2.1,False,78.8,6.3,Good,6,Bachelor,Good,9,True,70.8,CB
S1627,22,Male,2.4,0.9,0.8,False,92.5,8.3,Fair,2,Bachelor,Average,9,False,78.3,CB
S1628,23,Male,4.0,2.0,2.0,False,85.3,6.5,Fair,4,Master,Good,2,True,70.7,CB
S1629,23,Male,5.5,2.7,3.2,True,91.9,7.3,Fair,6,High School,Good,1,False,82.6,BB
S1630,17,Female,0.7,3.2,2.4,False,95.9,8.3,Good,1,Master,Average,10,True,50.3,DC
S1631,20,Female,3.7,1.8,1.3,False,91.9,6.3,Fair,6,Master,Good,10,False,80.9,BB
S1632,21,Male,3.3,2.0,2.1,False,87.7,6.8,Poor,1,Bachelor,Poor,9,True,75.4,CB
S1633,17,Male,4.5,1.4,1.5,False,75.0,8.0,Good,2,Master,Good,2,True,83.7,BB
S1634,18,Female,3.8,2.5,1.8,False,85.0,6.3,Poor,5,High School,Average,8,False,76.8,CB
S1635,18,Male,2.4,1.5,1.4,False,79.7,4.9,Poor,1,Master,Poor,3,False,45.8,DD
S1636,17,Female,3.0,3.2,1.6,False,81.6,9.1,Fair,2,Bachelor,Average,1,True,58.4,DC
S1637,23,Female,2.3,0.4,2.0,False,81.3,5.9,Fair,6,Primary School,Good,1,True,70.3,CB
S1638,18,Female,5.1,2.1,0.7,True,75.2,6.7,Fair,1,Master,Good,10,True,99.4,AA
S1639,24,Female,3.5,2.9,0.7,False,65.4,7.9,Poor,3,High School,Good,2,False,62.9,CC
S1640,22,Female,6.4,2.7,0.3,True,78.3,5.8,Good,0,High School,Average,7,False,98.0,AA
S1641,22,Male,3.4,5.7,0.0,False,86.9,5.3,Good,6,Bachelor,Poor,6,False,74.7,CB
S1642,24,Female,2.4,2.9,0.5,False,71.5,6.8,Fair,5,High School,Good,2,True,50.4,DC
S1643,17,Female,1.2,1.3,2.0,False,85.2,4.3,Fair,6,High School,Good,4,False,49.4,DD
S1644,24,Male,0.8,2.4,0.8,False,100.0,6.2,Fair,3,Bachelor,Average,2,True,35.3,FF
S1645,21,Female,1.1,0.4,2.4,True,95.2,6.8,Good,2,Primary School,Average,1,True,46.3,DD
S1646,21,Female,3.9,2.4,1.8,False,100.0,6.2,Poor,2,High School,Average,3,False,68.4,CC
S1647,17,Female,4.3,1.5,0.0,False,88.9,4.6,Poor,6,Primary School,Average,4,False,84.2,BB
S1648,24,Female,1.1,3.6,2.5,False,96.7,8.4,Good,3,High School,Good,10,True,54.6,DC
S1649,21,Female,4.8,1.8,2.7,False,77.8,6.6,Fair,6,Bachelor,Average,5,False,88.0,BA
S1650,23,Female,2.8,2.4,0.7,False,78.6,8.2,Fair,0,Bachelor,Good,5,False,61.5,CC
S1651,24,Female,3.7,1.7,2.3,True,57.6,6.2,Good,0,Master,Average,7,False,75.7,CB
S1652,23,Female,5.9,4.6,0.9,False,96.9,5.4,Good,4,Bachelor,Average,10,False,100.0,AA
S1653,21,Female,4.8,2.1,1.9,False,100.0,6.8,Fair,1,High School,Good,8,False,82.6,BB
S1654,22,Female,3.1,4.7,0.4,False,79.5,6.2,Good,4,Master,Good,9,False,71.5,CB
S1655,21,Female,2.2,3.5,0.0,False,82.5,5.1,Poor,0,Bachelor,Average,7,False,57.6,DC
S1656,23,Male,0.3,3.1,1.4,True,77.5,8.3,Good,3,Bachelor,Good,5,False,36.1,FF
S1657,19,Female,2.4,2.9,1.7,False,88.8,5.8,Fair,1,Bachelor,Average,9,True,67.4,CC
S1658,20,Female,3.2,3.0,1.4,True,96.2,4.3,Good,3,Master,Good,8,False,74.8,CB
S1659,18,Male,2.0,0.2,0.5,False,67.6,8.1,Good,4,Bachelor,Average,10,True,73.6,CB
S1660,24,Female,3.3,2.2,1.4,False,89.1,5.9,Good,2,High School,Good,9,True,79.5,CB
S1661,19,Male,3.6,3.5,2.1,False,82.2,5.8,Good,3,Bachelor,Poor,10,False,62.5,CC
S1662,21,Male,3.2,2.4,1.8,False,86.1,4.4,Fair,4,Primary School,Average,8,True,76.3,CB
S1663,22,Female,2.5,0.8,2.0,False,89.6,8.6,Fair,4,High School,Good,6,False,75.6,CB
S1664,17,Male,3.8,2.4,1.1,False,83.1,5.0,Fair,4,High School,Good,4,False,64.4,CC
S1665,21,Female,4.2,4.5,3.1,False,84.0,6.6,Good,2,High School,Average,9,False,75.3,CB
S1666,22,Female,1.9,4.0,0.5,True,82.9,7.6,Good,2,Primary School,Average,9,True,50.4,DC
S1667,20,Female,5.6,2.4,2.3,False,94.7,7.0,Fair,6,High School,Average,10,True,100.0,AA
S1668,21,Male,3.4,3.6,3.1,False,89.2,6.4,Good,2,Bachelor,Good,10,False,76.4,CB
S1669,23,Male,3.5,2.1,2.3,False,87.2,4.5,Good,1,Bachelor,Good,9,False,69.9,CC
S1670,17,Female,4.6,0.5,1.6,False,72.3,5.5,Good,2,Master,Good,10,True,88.9,BA
S1671,22,Non-binary,3.8,1.4,1.2,False,81.2,6.7,Good,2,High School,Average,3,True,70.4,CB
S1672,22,Female,4.9,4.4,2.9,False,94.0,5.6,Fair,2,Bachelor,Good,3,False,69.4,CC
S1673,22,Male,3.9,2.2,0.2,False,85.4,6.7,Poor,3,Master,Average,6,True,84.9,BB
S1674,20,Female,2.6,2.2,0.7,False,91.6,7.3,Poor,2,High School,Poor,6,False,63.6,CC
S1675,21,Female,4.0,2.1,1.4,False,100.0,7.7,Fair,1,Bachelor,Good,6,False,82.2,BB
S1676,20,Female,1.8,4.8,3.2,False,95.4,5.0,Good,4,Bachelor,Good,5,False,37.4,FF
S1677,24,Male,3.7,4.5,2.2,False,85.9,9.1,Good,3,Primary School,Good,5,False,73.8,CB
S1678,18,Female,3.5,5.2,0.7,True,79.9,7.4,Good,0,Master,Good,2,True,53.4,DC
S1679,18,Female,3.2,2.3,1.5,False,59.5,6.5,Good,2,Bachelor,Good,7,False,64.2,CC
S1680,24,Non-binary,3.3,2.9,1.1,False,83.3,7.8,Poor,6,Primary School,Good,4,False,70.4,CB
S1681,21,Male,0.7,0.7,1.0,False,81.7,9.3,Poor,6,Primary School,Average,3,False,51.5,DC
S1682,23,Female,2.7,4.3,2.9,False,88.9,4.8,Poor,4,Primary School,Average,8,False,53.4,DC
S1683,20,Female,3.6,1.1,0.3,True,83.5,6.2,Fair,4,High School,Good,4,False,77.2,CB
S1684,17,Male,3.7,2.8,3.6,False,81.8,3.6,Fair,3,Bachelor,Good,4,True,59.8,DC
S1685,22,Female,2.0,1.2,2.7,False,67.2,6.7,Poor,6,Bachelor,Average,8,False,55.4,DC
S1686,22,Female,5.4,1.8,3.0,True,75.6,6.9,Fair,0,High School,Average,1,False,69.9,CC
S1687,21,Male,2.2,1.5,1.3,True,89.8,6.5,Poor,5,Master,Average,9,False,71.6,CB
S1688,23,Male,5.0,1.8,1.6,False,100.0,5.7,Good,6,High School,Poor,7,False,92.9,AA
S1689,18,Female,4.1,1.9,0.2,False,84.0,4.0,Fair,6,Primary School,Good,2,False,72.4,CB
S1690,18,Male,2.5,1.8,1.2,True,88.3,6.9,Fair,1,High School,Average,6,False,70.5,CB
S1691,22,Female,6.2,3.5,2.3,False,94.5,8.2,Fair,5,Bachelor,Good,8,False,100.0,AA
S1692,21,Male,1.7,1.2,3.2,False,76.9,5.8,Good,4,High School,Average,5,True,37.4,FF
S1693,20,Female,4.9,2.8,0.6,False,88.7,7.0,Fair,5,High School,Average,6,False,88.7,BA
S1694,18,Male,5.0,4.0,1.4,False,77.6,4.6,Fair,6,High School,Poor,10,False,88.6,BA
S1695,20,Female,2.5,1.9,1.6,False,93.6,7.0,Good,4,Bachelor,Good,8,False,68.5,CC
S1696,23,Non-binary,5.6,1.6,0.3,False,86.5,6.0,Fair,5,Master,Good,6,False,100.0,AA
S1697,18,Non-binary,3.1,2.2,2.5,False,88.0,5.6,Good,4,High School,Good,9,False,66.9,CC
S1698,18,Female,3.9,3.9,1.0,False,77.2,5.6,Fair,4,High School,Poor,9,False,71.5,CB
S1699,19,Male,3.9,2.7,1.6,False,92.1,6.0,Fair,3,Bachelor,Average,9,False,77.8,CB
S1700,18,Female,3.3,1.9,1.3,False,100.0,7.0,Poor,0,Bachelor,Poor,6,True,67.7,CC
S1701,24,Male,4.7,3.1,0.9,False,74.9,4.9,Good,4,High School,Average,9,True,96.4,AA
S1702,17,Male,4.7,1.2,1.8,False,81.6,6.0,Fair,1,Master,Good,3,False,83.1,BB
S1703,24,Male,0.9,3.3,1.6,True,87.3,6.5,Poor,6,Bachelor,Good,5,False,37.9,FF
S1704,21,Female,5.5,3.0,1.4,False,92.9,5.2,Fair,6,High School,Good,2,True,76.3,CB
S1705,21,Female,1.0,2.1,1.0,False,79.4,8.7,Fair,1,Bachelor,Average,8,True,52.6,DC
S1706,20,Female,5.0,1.5,2.2,False,56.7,5.5,Poor,2,Master,Average,4,False,83.6,BB
S1707,24,Male,5.2,1.4,3.6,False,98.6,5.7,Good,4,Bachelor,Average,6,False,92.0,AA
S1708,24,Male,1.9,3.1,2.0,False,92.6,5.3,Good,4,Primary School,Poor,6,False,53.2,DC
S1709,24,Non-binary,2.9,4.0,2.9,False,67.6,8.7,Poor,4,High School,Good,5,True,56.4,DC
S1710,23,Male,1.8,1.7,0.3,False,78.9,7.2,Fair,5,High School,Good,1,False,58.1,DC
S1711,18,Male,3.2,3.1,2.0,False,100.0,5.4,Good,4,High School,Average,7,False,70.9,CB
S1712,17,Male,3.0,0.0,0.6,True,99.5,7.8,Fair,4,Bachelor,Average,10,False,98.7,AA
S1713,20,Female,4.7,1.8,0.2,True,94.4,6.7,Fair,1,Bachelor,Good,8,False,83.3,BB
S1714,24,Female,5.5,2.5,1.0,False,83.2,6.8,Fair,0,Bachelor,Good,1,True,80.6,BB
S1715,24,Male,5.6,1.4,3.1,False,85.8,6.1,Good,0,Master,Good,10,False,91.3,AA
S1716,19,Male,2.7,1.4,2.8,False,83.7,5.6,Good,2,High School,Average,7,True,63.5,CC
S1717,20,Female,3.2,1.7,2.1,True,96.3,6.9,Good,1,Master,Average,4,True,66.3,CC
S1718,24,Female,1.0,2.9,0.1,False,76.2,5.8,Poor,4,Bachelor,Good,6,False,49.9,DD
S1719,20,Male,2.3,2.3,1.6,True,76.9,8.7,Fair,0,High School,Good,9,False,68.9,CC
S1720,18,Female,4.9,0.0,2.1,True,95.1,5.0,Good,3,Bachelor,Average,5,False,94.2,AA
S1721,19,Male,5.9,0.0,2.0,True,84.6,8.3,Poor,3,High School,Good,8,False,100.0,AA
S1722,20,Male,1.6,1.8,0.0,False,98.8,6.4,Good,3,Bachelor,Good,5,False,58.6,DC
S1723,17,Female,2.6,3.0,0.8,False,78.3,6.9,Good,4,Bachelor,Average,2,False,53.2,DC
S1724,17,Male,3.5,0.0,1.7,False,84.5,7.5,Poor,4,High School,Average,4,True,70.5,CB
S1725,21,Female,3.9,1.9,2.4,False,75.8,5.7,Good,2,Bachelor,Average,2,False,64.0,CC
S1726,19,Male,2.3,1.9,0.0,True,85.1,7.5,Fair,6,Bachelor,Poor,7,True,77.4,CB
S1727,19,Male,4.1,4.2,1.6,False,70.2,3.3,Good,2,High School,Good,7,False,57.4,DC
S1728,21,Non-binary,2.8,2.0,2.0,False,80.1,5.6,Fair,2,Primary School,Average,3,True,59.9,DC
S1729,20,Male,3.5,3.0,2.7,False,70.6,5.4,Fair,5,High School,Good,7,False,66.7,CC
S1730,19,Female,4.3,2.7,2.6,True,91.9,5.0,Good,3,Bachelor,Good,1,False,58.4,DC
S1731,17,Male,3.5,0.0,2.4,False,92.2,6.2,Good,4,Master,Poor,1,False,63.6,CC
S1732,17,Male,2.8,3.4,0.9,False,67.7,7.0,Poor,3,Master,Average,9,False,62.6,CC
S1733,24,Male,3.3,2.8,0.0,False,98.3,7.3,Fair,2,Bachelor,Good,6,False,70.6,CB
S1734,18,Female,3.4,3.1,1.4,False,100.0,6.8,Poor,4,Bachelor,Good,5,False,75.2,CB
S1735,19,Male,2.9,7.2,2.9,True,85.5,5.7,Fair,1,High School,Good,6,False,50.1,DC
S1736,20,Female,3.1,0.0,3.3,False,78.6,6.9,Fair,0,Bachelor,Average,6,False,72.8,CB
S1737,21,Male,5.9,4.6,2.6,True,100.0,6.6,Fair,0,High School,Average,1,True,72.7,CB
S1738,21,Non-binary,4.3,2.2,2.3,False,71.8,7.6,Fair,2,High School,Good,5,True,76.0,CB
S1739,20,Male,3.1,2.8,2.2,False,85.2,7.4,Poor,6,Bachelor,Good,9,True,74.1,CB
S1740,23,Female,4.5,2.4,1.2,True,86.8,6.5,Poor,3,Primary School,Average,4,True,79.0,CB
S1741,22,Female,3.0,2.0,1.7,False,98.5,5.4,Poor,1,Bachelor,Good,3,False,51.3,DC
S1742,18,Female,5.3,1.8,3.6,False,88.6,5.7,Fair,4,Bachelor,Average,1,True,71.0,CB
S1743,21,Female,4.1,2.9,0.8,True,80.0,5.8,Good,6,High School,Good,2,True,76.4,CB
S1744,19,Female,3.3,0.7,3.6,False,75.5,6.1,Poor,3,High School,Good,3,True,52.6,DC
S1745,18,Female,4.2,3.4,1.4,False,81.6,6.8,Good,2,Master,Average,4,False,74.0,CB
S1746,19,Male,1.1,2.0,3.3,False,74.9,7.4,Good,3,Bachelor,Good,7,False,42.6,DD
S1747,23,Male,1.8,1.1,0.3,False,85.5,6.4,Good,2,High School,Average,6,False,49.8,DD
S1748,17,Female,1.7,2.0,2.4,False,79.4,6.5,Good,5,High School,Average,8,False,45.7,DD
S1749,18,Female,3.7,4.0,1.0,False,70.1,6.7,Good,0,Bachelor,Poor,9,True,77.2,CB
S1750,24,Female,6.1,1.9,0.2,False,97.6,5.9,Poor,6,Bachelor,Poor,6,False,98.5,AA
S1751,21,Female,6.8,2.9,2.0,False,80.0,5.4,Fair,0,High School,Average,7,False,96.2,AA
